,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_delta,param_feature_subsampling_pct,param_max_depth,param_min_samples,param_n_trees,param_window,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
13,18.0593102,0.368242747,0.020245,0.000148188522,0.075,0.905344615384884,3,8,67,8,"{'delta': 0.075, 'feature_subsampling_pct': 0.905344615384884, 'max_depth': 3, 'min_samples': 8, 'n_trees': 67, 'window': 8}",0.31537242,0.38021743,0.35196381,0.34918456,0.0265457101,42
14,4.51649237,0.141182575,0.01336273,0.000806043496,0.05,0.9650548219144142,2,9,72,log2,"{'delta': 0.05, 'feature_subsampling_pct': 0.9650548219144142, 'max_depth': 2, 'min_samples': 9, 'n_trees': 72, 'window': 'log2'}",0.3363189,0.32190389,0.32855138,0.32892472,0.00589082363,49
15,71.19033464,0.775229,0.03626227,0.000208069721,0.05,0.3528410587186427,5,6,60,16,"{'delta': 0.05, 'feature_subsampling_pct': 0.3528410587186427, 'max_depth': 5, 'min_samples': 6, 'n_trees': 60, 'window': 16}",0.31504347,0.27409686,0.28466034,0.29126689,0.0173568659,65
16,0.404857,0.00834937329,0.00518505,9.53740541e-06,0.2,0.24874024515670226,2,8,28,sqrt,"{'delta': 0.2, 'feature_subsampling_pct': 0.24874024515670226, 'max_depth': 2, 'min_samples': 8, 'n_trees': 28, 'window': 'sqrt'}",0.17437628,0.14997121,0.20319851,0.17584867,0.0217548816,84
17,3.6774466,0.115836364,0.0118072,0.000817850446,0.125,0.36413935724623436,4,4,27,4,"{'delta': 0.125, 'feature_subsampling_pct': 0.36413935724623436, 'max_depth': 4, 'min_samples': 4, 'n_trees': 27, 'window': 4}",0.24118747,0.28738457,0.26242984,0.2636673,0.0188801747,69
18,4.26873175,0.194259031,0.01214981,0.000168421535,0.1,0.7941433120173511,2,3,60,8,"{'delta': 0.1, 'feature_subsampling_pct': 0.7941433120173511, 'max_depth': 2, 'min_samples': 3, 'n_trees': 60, 'window': 8}",0.34351251,0.34777072,0.32197986,0.33775436,0.0112889125,46
19,142.37339727,4.63524524,0.03107778,0.000668848989,0.2,0.8650347200108194,5,3,52,16,"{'delta': 0.2, 'feature_subsampling_pct': 0.8650347200108194, 'max_depth': 5, 'min_samples': 3, 'n_trees': 52, 'window': 16}",-1.2941123,-1.16981342,-0.92677484,-1.13023352,0.152554097,97
20,9.6423653,0.135068623,0.01628971,0.0003325809,0.1,0.6321680089369544,3,4,54,sqrt,"{'delta': 0.1, 'feature_subsampling_pct': 0.6321680089369544, 'max_depth': 3, 'min_samples': 4, 'n_trees': 54, 'window': 'sqrt'}",0.41821115,0.43256455,0.41077868,0.42051812,0.00904240579,19
21,2.4736375,0.0574712394,0.00596666,0.000161098054,0.1,0.20763482134447153,3,4,20,16,"{'delta': 0.1, 'feature_subsampling_pct': 0.20763482134447153, 'max_depth': 3, 'min_samples': 4, 'n_trees': 20, 'window': 16}",0.16076003,0.21245052,0.2694563,0.21422228,0.0443927488,79
22,3.41295155,0.076342874,0.01305064,0.000163285611,0.075,0.31238642777406017,3,8,46,sqrt,"{'delta': 0.075, 'feature_subsampling_pct': 0.31238642777406017, 'max_depth': 3, 'min_samples': 8, 'n_trees': 46, 'window': 'sqrt'}",0.19082469,0.26502691,0.2545595,0.2368037,0.0327917017,77
23,6.53166699,0.13859943,0.02707291,0.000587542234,0.2,0.4847869165226947,3,5,96,4,"{'delta': 0.2, 'feature_subsampling_pct': 0.4847869165226947, 'max_depth': 3, 'min_samples': 5, 'n_trees': 96, 'window': 4}",0.36381226,0.33627552,0.37928404,0.35979061,0.0177869487,39
24,3.64610084,0.0341841736,0.00492009,5.68064752e-05,0.2,0.9061872361061675,2,5,23,16,"{'delta': 0.2, 'feature_subsampling_pct': 0.9061872361061675, 'max_depth': 2, 'min_samples': 5, 'n_trees': 23, 'window': 16}",-1.64804149,-1.80777797,-1.47309326,-1.6429709,0.136681496,100
25,22.96698753,0.348287069,0.0205311,0.000139675625,0.2,0.6439756413500355,4,4,48,8,"{'delta': 0.2, 'feature_subsampling_pct': 0.6439756413500355, 'max_depth': 4, 'min_samples': 4, 'n_trees': 48, 'window': 8}",0.29228983,0.48394359,0.4114537,0.39589571,0.0790119377,26
26,4.81754971,0.0513988541,0.01805679,0.000165884551,0.15,0.1692819188459137,4,4,47,log2,"{'delta': 0.15, 'feature_subsampling_pct': 0.1692819188459137, 'max_depth': 4, 'min_samples': 4, 'n_trees': 47, 'window': 'log2'}",0.22440892,0.18068923,0.17805815,0.19438543,0.0212569666,80
27,1.79508495,0.0171018486,0.00521135,6.51166491e-05,0.075,0.8273083416079753,2,6,25,8,"{'delta': 0.075, 'feature_subsampling_pct': 0.8273083416079753, 'max_depth': 2, 'min_samples': 6, 'n_trees': 25, 'window': 8}",0.34686753,0.33848417,0.35037285,0.34524152,0.00498785697,43
